19000 15 290 48 7 44 42 50 26 49 43 4 36 45 9 43 6 47 50 42 37 41 29 31 21 46 1 33 34 29 45 28 24
19001 15 289 49 2 42 9 48 1 45 24 46 10 44 7 47 10 41 30 25 47 27 34 20 8 40 13 26 42 36 39 43 49
19002 15 285 49 13 41 50 45 25 46 16 47 35 40 41 48 6 43 27 33 39 29 8 30 14 27 22 7 25 44 3 42 9
19003 15 299 39 46 43 34 35 49 47 48 42 20 49 12 48 49 25 50 44 37 41 37 38 26 40 24 46 4 45 14 17 39
19004 15 268 49 32 48 35 47 49 40 17 20 28 18 45 44 3 4 46 45 50 38 48 42 15 34 14 46 39 25 1 36 34
19005 15 280 49 29 33 19 46 44 48 17 44 39 47 13 30 46 40 40 45 8 10 15 23 19 41 16 38 27 43 19 24 43
19006 15 254 48 34 49 13 47 29 46 13 29 20 15 32 44 24 38 48 45 36 26 17 27 1 40 42 2 13 10 36 42 16
19007 15 283 39 44 34 19 49 19 48 43 46 45 29 9 33 16 23 7 45 8 42 32 37 42 17 17 43 2 38 6 44 17
19008 15 270 39 46 49 31 48 14 45 33 38 34 22 50 12 20 47 29 42 3 35 48 23 31 19 42 36 30 46 34 40 7
19009 15 296 48 9 49 5 47 14 12 1 46 13 43 18 44 25 39 7 40 12 41 8 32 3 42 21 29 33 36 47 45 36
19010 15 278 49 50 47 4 46 40 42 38 41 7 44 37 48 30 39 28 18 28 45 29 15 25 29 49 38 20 12 13 43 36
19011 15 292 49 4 47 8 48 2 42 11 44 36 41 5 45 45 31 21 28 11 46 31 38 18 33 11 30 12 36 20 26 37
19012 15 276 46 33 21 44 39 29 48 24 44 36 32 39 45 45 47 2 22 43 43 41 49 36 2 31 42 24 36 50 37 15
19013 15 308 45 1 48 36 49 39 42 8 31 35 47 30 37 38 46 18 32 11 41 38 33 20 38 50 40 28 43 19 44 8
19014 15 252 47 41 46 41 49 1 48 24 19 41 41 47 9 23 42 31 27 15 8 36 37 24 43 42 20 1 45 25 24 9
19015 15 299 44 26 48 15 42 32 40 21 49 19 37 48 22 17 46 5 47 17 45 22 43 41 26 45 41 6 35 42 33 23
19016 15 283 47 13 49 16 48 19 46 21 45 42 43 41 42 22 35 47 36 29 20 21 38 34 34 33 12 48 44 38 28 41
19017 15 280 48 43 46 43 38 18 47 38 49 49 41 27 43 13 44 39 25 32 39 10 42 17 21 16 45 21 3 7 29 9
19018 15 264 47 10 20 11 37 41 40 21 48 9 33 24 49 32 43 21 34 35 42 44 46 1 45 50 9 32 3 11 32 14
19019 15 279 48 4 39 24 49 38 45 1 35 27 44 19 40 35 46 4 43 33 28 18 37 37 7 25 42 19 47 17 8 25
19020 15 280 48 32 45 44 49 50 47 31 46 13 41 37 43 45 38 50 33 37 25 34 18 28 39 17 40 45 37 6 12 35
