19000 25 369 44 41 1 49 50 30 43 32 2 17 18 40 39 22 48 13 10 11 24 20 34 4 46 32 49 42 33 4 29 7 47 25 28 18 25 14 11 8 8 50 31 26 42 32 20 37 22 35 35 32
19001 25 350 36 15 31 17 45 10 29 25 11 28 9 6 46 22 3 37 49 23 4 14 16 43 12 47 34 40 27 16 15 50 48 40 40 46 47 2 14 14 20 43 37 5 42 33 21 23 26 35 38 36
19002 25 368 20 16 5 7 9 40 13 34 32 36 41 24 44 22 39 34 47 17 22 25 11 8 42 43 43 12 17 36 29 31 28 21 26 1 18 41 49 35 38 33 23 27 25 7 40 8 48 8 27 16
19003 25 335 41 47 35 40 7 47 6 42 28 26 31 44 12 44 25 18 30 9 23 9 44 42 45 6 47 10 36 19 19 29 43 17 27 31 24 16 8 21 37 12 42 20 4 8 17 5 1 36 38 47
19004 25 345 45 1 10 45 8 35 46 34 31 46 11 30 19 32 40 20 6 7 49 49 29 49 34 37 41 32 32 11 17 47 24 19 1 6 43 29 25 37 22 22 30 33 28 27 39 6 18 37 42 27
19005 25 370 49 46 27 14 47 49 20 17 41 44 39 20 35 32 48 32 33 48 6 37 24 15 45 17 42 48 1 1 40 34 19 47 4 28 46 46 22 38 32 6 34 11 18 42 28 29 12 15 29 7
19006 25 391 41 24 43 34 46 12 36 46 47 22 25 4 19 39 31 44 28 22 42 38 27 33 44 18 29 7 26 2 20 11 18 36 39 33 14 34 17 40 37 22 11 34 38 8 49 15 48 6 8 47
19007 25 359 33 38 48 7 38 25 41 15 34 26 39 8 19 45 22 15 40 30 8 26 3 29 10 17 30 9 21 41 12 20 2 28 27 18 6 41 43 10 46 18 42 20 47 8 14 8 44 46 49 37
19008 25 340 31 11 45 41 5 42 49 35 33 8 29 31 11 31 25 35 24 5 32 48 14 25 37 42 26 31 47 36 3 9 17 15 41 6 12 22 39 24 36 8 44 21 6 46 40 41 34 18 1 41
19009 25 376 24 10 46 18 17 18 16 6 48 14 38 9 35 26 3 32 11 31 37 11 44 19 34 28 41 44 27 24 22 13 14 44 45 43 49 4 26 1 39 28 8 28 21 29 47 29 31 11 29 33
19010 25 379 33 21 44 31 36 42 14 24 23 31 38 21 47 6 34 43 27 22 43 7 24 7 49 22 37 29 31 43 42 7 45 8 2 48 4 26 11 7 9 43 15 13 46 50 40 10 25 5 39 26
