19000 10 206 48 7 44 42 50 26 49 43 4 36 45 9 43 6 47 50 42 37 41 29
19001 10 204 49 28 31 21 45 34 47 41 33 34 48 45 44 7 41 30 46 9 25 47
19002 10 208 46 16 49 30 48 46 27 34 39 49 44 36 47 43 41 13 36 39 40 41
19003 10 198 49 42 47 35 48 6 43 27 29 8 45 13 41 27 30 14 27 22 38 4
19004 10 208 49 4 48 29 44 3 47 38 46 17 43 34 35 49 39 45 25 50 41 37
19005 10 202 48 10 49 21 44 26 40 24 46 4 35 36 45 14 30 23 47 49 20 28
19006 10 196 49 6 18 45 48 34 44 3 47 23 45 50 42 15 34 14 41 50 25 1
19007 10 195 48 49 49 20 44 45 20 24 47 8 36 34 33 19 30 46 45 38 38 27
19008 10 199 49 5 31 10 48 3 24 43 47 29 46 13 38 48 44 31 45 34 27 1
19009 10 201 49 8 43 48 40 42 46 31 44 24 45 47 48 44 47 25 38 31 2 13
19010 10 194 49 23 47 2 45 22 32 20 39 44 33 16 23 7 48 7 29 44 43 2
19011 10 198 49 32 44 17 48 46 45 33 38 34 40 26 12 20 47 29 32 41 42 3
19012 10 186 49 7 47 11 25 9 48 44 35 48 19 42 44 9 36 30 23 5 46 34
19013 10 204 44 37 49 34 40 7 46 37 12 1 47 32 39 7 48 27 43 34 41 29
19014 10 216 43 50 48 2 46 25 49 48 32 3 42 21 36 47 44 20 47 8 45 36
19015 10 209 49 50 42 4 46 40 41 7 44 37 48 30 39 28 18 28 47 46 45 29
19016 10 211 46 20 47 16 34 26 48 28 49 31 29 49 38 20 45 41 44 12 42 11
19017 10 208 48 5 41 5 49 11 45 2 47 23 42 49 46 31 33 11 30 12 36 20
19018 10 203 46 26 49 7 31 5 48 48 26 37 45 17 39 29 44 36 32 39 47 2
19019 10 195 22 43 17 21 49 26 48 7 44 44 45 30 47 45 46 43 36 50 37 15
19020 10 202 45 1 48 36 49 39 42 8 31 35 47 30 37 38 32 11 41 38 33 20
19021 10 187 49 24 48 18 38 50 16 8 40 28 47 25 43 19 29 39 45 31 19 41
19022 10 194 49 25 48 31 41 47 46 50 47 38 42 31 27 15 37 9 8 36 43 42
19023 10 198 40 24 47 22 49 39 20 1 48 17 46 45 45 25 35 27 25 36 42 32
19024 10 209 49 12 40 42 48 46 45 11 37 48 22 17 46 5 47 17 42 12 43 41
19025 10 205 48 19 49 37 26 45 41 6 35 42 43 18 45 41 46 21 47 41 30 20
19026 10 187 13 40 35 47 49 10 43 13 36 29 20 21 47 8 48 47 38 34 46 24
19027 10 212 45 42 49 18 44 38 48 43 46 43 47 38 24 20 41 27 43 13 38 31
19028 10 208 48 17 41 39 47 7 49 3 30 22 39 10 42 17 46 30 45 48 29 9
19029 10 201 47 10 20 11 48 44 40 21 33 24 43 14 34 35 49 48 42 44 46 1
19030 10 209 49 37 43 48 40 30 45 12 48 34 32 14 35 27 44 19 46 4 37 37
19031 10 202 49 23 45 40 43 44 46 14 47 42 48 7 42 19 37 45 8 25 40 23
19032 10 205 48 40 46 26 41 37 49 3 45 23 43 45 47 47 36 48 38 7 18 28
19033 10 208 47 49 39 17 49 3 48 49 37 6 45 17 30 10 46 9 33 22 43 47
19034 10 205 48 39 47 41 43 34 45 21 40 11 49 44 44 43 46 19 15 37 34 46
19035 10 210 47 45 48 29 35 17 44 13 45 26 41 26 49 47 38 44 43 40 30 28
19036 10 212 46 44 42 26 43 47 49 43 47 18 48 37 36 39 45 9 39 11 30 16
19037 10 209 31 17 46 9 44 45 37 46 48 10 45 5 49 45 34 13 47 35 38 11
19038 10 212 45 45 49 27 48 18 47 27 31 29 44 36 42 28 46 41 29 27 43 35
19039 10 177 49 18 48 43 47 38 3 2 45 13 37 28 43 26 35 16 9 27 39 2
19040 10 208 48 5 49 44 47 24 44 28 43 1 40 27 42 44 19 4 46 47 39 4
19041 10 197 49 34 32 13 28 32 48 28 47 33 35 28 25 10 46 16 44 3 40 29
19042 10 203 47 11 49 43 48 39 11 36 41 27 44 3 46 48 40 24 45 36 35 23
19043 10 169 44 37 45 19 48 4 20 41 49 15 25 32 42 6 15 34 27 46 23 6
19044 10 201 45 22 49 12 48 6 44 3 46 30 38 8 28 16 43 41 40 49 21 22
19045 10 203 49 37 48 34 47 46 46 32 44 44 45 45 26 48 42 17 25 33 35 48
19046 10 211 48 47 47 39 49 29 43 15 46 11 40 28 41 33 35 35 37 35 36 39
19047 10 189 40 1 49 24 48 32 46 44 45 33 41 12 44 24 7 6 33 40 25 26
19048 10 190 47 21 46 30 45 5 49 40 48 11 40 45 29 34 25 50 32 16 20 46
19049 10 198 49 17 46 25 43 37 31 25 47 47 48 9 21 3 40 38 37 39 35 39
