19000 30 432 44 41 48 26 45 40 9 47 19 40 20 33 15 3 26 30 49 13 50 30 43 32 18 40 10 50 17 18 40 25 29 48 14 24 3 28 35 32 25 33 42 24 32 45 34 31 30 12 41 26 33 4 12 17 47 47 6 28 28 9
19001 30 386 25 14 11 8 40 21 19 6 46 41 20 23 38 2 31 26 4 42 28 33 37 22 35 14 32 4 10 14 15 44 18 4 45 36 17 23 29 25 49 45 9 6 22 12 3 37 16 18 13 4 23 39 14 44 43 5 47 50 34 40
19002 30 386 27 16 20 19 16 34 9 45 11 13 48 40 46 5 33 1 8 15 34 47 14 9 45 45 13 32 10 20 43 7 2 9 37 5 36 13 30 15 42 33 4 46 40 6 35 11 21 23 12 4 26 35 49 18 38 36 17 5 7 47
19003 30 399 42 41 47 28 8 33 34 17 32 36 13 3 31 10 18 5 30 34 46 20 24 1 28 4 22 41 44 6 3 21 25 27 4 50 10 50 41 15 12 6 36 22 6 17 43 29 48 28 38 21 14 38 37 30 9 49 33 3 20 23
19004 30 370 18 44 25 7 49 4 28 29 7 41 40 8 48 8 43 47 16 17 30 40 47 35 24 41 8 16 41 47 35 40 12 7 2 1 27 43 26 9 6 6 5 38 44 17 15 31 23 35 17 11 45 23 9 30 34 18 13 29 4 23
19005 30 408 49 41 44 42 45 6 17 30 47 10 30 27 9 12 37 13 35 27 25 47 19 30 29 25 34 43 2 41 26 27 43 2 40 18 8 47 39 23 24 16 11 30 38 44 16 38 31 9 21 26 42 20 7 20 18 14 27 15 4 8
19006 30 378 28 37 24 46 49 1 19 25 5 20 36 6 4 38 38 47 45 1 17 21 34 25 10 45 14 35 46 38 33 1 39 13 37 47 31 46 11 30 8 19 20 38 22 43 2 40 6 7 7 7 12 49 43 50 41 32 44 38 32 11
19007 30 398 40 19 17 47 15 15 24 19 1 6 46 45 29 5 25 37 20 30 22 22 7 28 26 35 33 29 27 8 30 14 39 6 18 29 12 33 10 12 37 42 19 5 49 46 35 10 48 44 9 6 47 49 6 23 42 49 41 44 23 39
19008 30 423 39 25 42 25 35 32 34 30 48 32 30 5 25 17 6 37 44 13 24 15 45 17 33 29 14 3 47 1 4 39 49 1 1 28 13 1 19 47 29 40 17 23 38 4 36 6 46 46 22 38 32 6 11 50 20 6 28 29 15 18
19009 30 394 5 14 42 12 15 49 13 50 23 9 22 28 41 21 18 1 7 17 24 22 29 33 43 34 6 46 12 19 36 46 33 38 47 22 25 4 19 39 31 44 28 22 45 21 39 29 49 25 11 2 34 26 20 22 4 44 38 46 30 39
19010 30 339 20 8 10 23 40 14 13 44 12 5 7 36 3 8 17 27 4 39 42 24 2 38 15 22 11 8 35 3 8 47 44 5 22 4 16 41 34 20 47 38 37 49 28 28 33 38 38 29 18 33 19 14 36 1 1 34 39 8 27 3
19011 30 402 45 43 33 27 20 31 22 15 32 49 19 12 28 40 43 8 46 3 40 10 24 38 8 9 30 9 21 41 49 11 15 41 1 2 11 27 13 6 25 24 12 36 23 31 41 29 29 40 39 15 42 20 5 7 27 39 47 8 14 8
19012 30 379 44 46 49 37 32 31 3 40 10 9 22 31 45 41 5 42 24 14 8 50 39 30 42 21 29 31 38 11 23 25 15 13 6 36 40 7 4 50 9 5 14 25 37 42 25 42 47 36 48 12 1 17 41 6 12 22 21 4 26 20
