19000 20 354 44 41 49 13 50 30 47 33 4 28 39 33 29 4 10 40 48 48 37 9 45 32 23 9 40 31 15 13 46 12 38 15 41 12 19 41 42 8 43 49
19001 20 348 22 44 41 31 49 48 46 50 35 22 47 30 33 33 45 33 48 10 43 41 44 27 40 3 39 25 20 29 25 11 1 40 32 17 38 19 42 41 6 16
19002 20 339 31 15 49 39 45 24 48 15 44 3 27 48 47 29 38 49 15 3 46 42 43 44 2 23 42 1 8 6 34 26 41 25 40 41 6 38 36 9 37 1
19003 20 365 43 6 37 31 49 35 48 40 46 37 23 17 47 15 39 11 24 7 45 27 35 27 28 39 42 26 40 29 25 4 38 35 31 50 21 27 29 10 41 8
19004 20 355 48 3 46 30 40 40 38 43 42 17 34 50 49 41 44 20 47 30 6 41 45 46 43 39 5 45 37 43 28 12 41 1 21 1 27 18 39 13 31 18
19005 20 365 49 14 47 41 41 36 48 49 36 19 40 34 43 31 45 7 35 30 42 36 29 27 46 11 39 35 17 49 24 38 33 28 30 17 32 5 11 46 44 3
19006 20 346 49 47 7 43 47 6 46 35 48 47 42 24 41 11 44 7 39 19 33 11 32 9 36 22 45 12 40 30 37 1 27 4 43 24 4 8 14 30 19 3
19007 20 343 48 15 49 39 47 37 9 15 35 36 42 40 36 24 41 45 46 37 45 39 5 14 40 45 43 18 39 42 38 37 44 26 34 21 13 5 14 50 18 25
19008 20 354 49 44 36 4 46 13 48 4 25 32 47 19 45 10 40 37 43 24 14 21 44 21 42 9 28 23 41 25 30 19 19 23 24 39 35 2 16 45 37 11
19009 20 353 49 45 48 38 10 17 27 8 47 2 46 31 43 6 25 48 44 3 37 24 45 11 33 18 29 41 17 37 41 35 40 5 16 43 42 33 32 8 36 35
19010 20 325 21 6 48 12 32 20 45 23 49 35 40 21 37 44 43 35 33 41 46 1 41 47 47 44 44 48 31 17 19 15 12 11 23 2 3 24 2 14 35 28
19011 20 362 49 48 48 24 33 21 35 11 39 35 40 39 23 50 47 28 43 47 46 50 44 7 25 4 42 34 45 43 41 25 37 33 36 42 28 31 7 9 16 40
19012 20 365 35 34 48 41 46 43 49 34 44 16 40 31 33 2 47 8 43 4 45 2 38 4 32 27 29 43 34 30 42 28 41 30 6 38 37 36 16 33 26 27
19013 20 341 46 47 19 30 48 33 49 22 35 43 22 33 43 4 41 35 47 16 42 7 45 35 37 34 34 18 13 29 32 16 14 5 2 31 30 7 44 36 40 45
19014 20 368 49 49 44 34 21 8 46 13 47 3 48 20 43 44 45 8 39 18 42 26 32 24 36 10 40 22 34 14 37 14 28 44 41 17 25 9 14 10 26 35
19015 20 355 37 30 23 5 48 27 42 44 49 7 25 49 24 26 31 36 38 14 41 48 46 18 43 8 45 38 47 14 39 1 40 46 44 30 10 3 7 47 32 27
19016 20 370 46 16 47 41 49 11 40 16 48 38 26 10 43 15 29 8 45 10 23 45 39 16 37 10 30 33 34 21 41 40 44 28 14 21 31 18 33 32 42 26
19017 20 354 43 6 49 7 33 21 47 28 46 21 31 5 48 12 27 10 41 27 44 18 38 6 26 20 18 6 42 8 45 24 17 16 37 6 1 30 36 6 40 46
19018 20 355 49 11 44 30 31 33 8 37 43 9 38 31 45 38 12 10 16 15 48 12 35 44 46 39 47 38 40 7 39 44 14 50 41 42 36 43 37 8 42 20
19019 20 372 32 49 49 38 46 36 47 36 40 3 48 17 41 32 27 16 43 20 39 28 26 33 44 5 38 12 45 22 42 45 34 48 12 47 36 21 31 5 24 4
19020 20 367 44 48 49 3 35 3 48 41 27 43 46 1 47 44 45 24 33 47 37 31 43 7 42 22 38 20 28 35 2 6 39 10 32 50 40 25 26 50 34 49
19021 20 342 48 13 34 9 41 23 46 40 36 10 49 23 45 2 47 18 17 50 44 13 40 13 30 36 38 25 33 32 6 42 16 18 26 23 42 42 18 7 29 2
19022 20 373 37 46 48 31 46 17 40 1 49 22 43 7 44 21 31 9 38 29 36 25 47 1 45 33 39 19 32 1 42 48 22 23 11 32 33 3 35 37 29 16
19023 20 366 39 26 48 41 47 38 49 23 45 44 38 27 36 24 35 46 19 44 46 41 41 33 32 8 42 2 17 3 30 17 34 36 43 27 44 42 23 37 25 1
19024 20 367 44 23 48 38 49 46 24 10 43 49 47 14 46 19 16 17 39 13 37 4 45 28 42 9 41 29 38 2 33 13 35 10 23 11 30 29 18 43 36 18
19025 20 369 50 44 23 4 48 19 47 19 46 38 49 32 41 50 38 12 37 11 42 40 35 18 45 46 44 13 36 5 43 39 28 42 26 19 2 19 39 32 20 14
19026 20 366 49 48 48 16 23 12 46 43 38 8 43 47 45 9 41 13 15 34 42 8 21 4 47 45 35 37 44 48 39 50 33 33 32 15 36 24 29 22 26 20
19027 20 350 40 48 44 43 49 24 46 44 48 18 43 45 25 43 23 8 47 31 6 28 29 5 28 3 34 14 37 50 36 1 2 12 41 12 45 30 42 15 35 24
19028 20 359 46 31 49 28 48 6 40 44 47 37 42 47 19 18 45 29 23 13 44 27 28 40 31 5 39 50 43 18 30 34 38 44 29 13 33 20 4 12 41 23
19029 20 379 47 50 48 39 45 23 33 33 49 47 43 50 41 42 38 4 34 19 40 18 31 1 44 19 32 48 46 44 21 21 37 41 39 19 25 50 29 19 36 49
19030 20 341 47 44 46 47 9 1 8 9 49 48 35 1 48 8 45 46 44 2 41 6 25 20 40 29 42 9 33 47 28 8 27 38 20 25 39 14 14 10 43 15
19031 20 342 48 28 49 48 36 28 46 13 44 46 47 49 41 27 35 44 17 29 21 9 28 15 37 7 11 30 32 25 43 43 31 20 10 35 30 34 40 49 38 24
19032 20 373 42 42 49 48 38 6 48 40 45 31 44 5 47 30 46 14 41 10 43 27 37 5 17 49 32 25 39 21 13 31 36 6 29 1 28 49 33 44 40 21
19033 20 379 29 21 38 3 49 3 48 45 43 2 47 28 44 44 46 8 36 37 26 11 42 1 39 48 45 35 32 18 41 35 30 39 24 42 37 32 23 16 40 14
19034 20 324 5 48 30 30 48 43 46 28 44 39 49 43 22 11 40 32 45 46 41 29 36 36 26 14 11 35 9 18 29 10 37 42 47 7 43 47 6 43 34 26
19035 20 342 49 32 47 18 43 43 25 2 31 31 39 35 48 21 44 18 26 17 41 13 9 24 24 35 46 18 6 25 20 4 32 41 37 49 42 22 40 25 36 27
19036 20 349 45 5 49 17 48 3 10 49 24 16 47 28 46 8 38 31 36 3 22 22 42 24 25 15 44 15 40 13 20 19 43 32 30 43 35 48 16 28 39 30
