15000 10 184 28 13 22 22 43 23 14 27 4 39 47 18 18 16 26 30 21 28 41 7
15001 10 130 39 32 10 1 35 11 6 50 9 3 27 23 24 49 18 49 14 44 4 3
15002 10 178 40 22 22 7 49 1 28 28 24 18 35 14 1 44 15 37 4 20 37 14
15003 10 161 24 13 39 50 11 6 48 27 1 1 31 40 2 49 22 4 26 50 27 45
15004 10 191 34 41 48 29 7 34 28 20 50 2 35 38 1 47 45 50 23 45 3 36
15005 10 161 24 6 34 47 10 11 46 36 8 31 28 5 11 34 40 45 14 12 15 46
15006 10 153 33 17 42 29 16 17 23 17 19 10 27 44 39 36 6 34 13 17 1 19
15007 10 190 29 36 11 23 49 22 20 15 17 4 33 10 32 48 26 6 47 16 8 25
15008 10 165 11 46 10 18 32 34 31 48 34 1 26 22 1 22 22 37 50 26 19 12
15009 10 197 9 19 39 15 35 37 32 42 11 42 38 22 21 6 41 20 44 45 12 4
15010 10 216 47 34 38 21 22 39 46 40 50 4 10 39 18 44 27 1 42 27 9 3
15011 10 170 47 14 45 16 5 38 12 18 44 11 1 31 31 24 19 26 14 21 25 11
15012 10 172 1 19 37 1 8 24 45 34 35 49 30 50 43 45 6 31 24 24 18 26
15013 10 165 6 48 24 23 15 46 39 6 9 43 16 18 49 4 48 30 4 43 26 9
15014 10 148 25 32 34 50 1 10 5 49 11 30 23 25 26 28 15 31 33 24 39 41
15015 10 191 43 40 40 46 38 21 1 30 47 10 4 30 45 3 30 6 9 28 16 38
15016 10 124 1 40 13 28 5 46 30 18 20 12 40 11 8 29 32 8 10 28 19 15
15017 10 152 9 14 19 38 27 16 37 15 18 26 29 47 32 24 11 44 33 5 3 43
15018 10 164 14 31 26 22 43 5 42 7 13 7 3 28 2 18 18 37 41 47 33 23
15019 10 168 20 44 35 15 4 19 6 14 33 39 39 6 46 50 10 6 16 12 31 48
15020 10 162 37 17 39 35 2 13 7 45 47 21 18 42 6 31 27 46 21 34 28 16
15021 10 205 33 18 26 41 36 37 25 5 18 23 43 36 13 28 37 25 23 8 40 50
15022 10 200 40 20 26 35 43 9 14 8 44 33 35 34 18 24 8 22 30 17 28 42
15023 10 198 46 17 18 31 49 41 38 31 30 39 20 2 14 6 44 25 21 3 4 38
15024 10 172 1 21 13 10 45 5 42 11 34 35 8 50 3 38 49 43 27 31 24 16
15025 10 142 3 25 31 10 20 5 23 24 34 12 26 6 24 36 2 30 27 12 13 13
15026 10 203 21 13 15 10 13 9 37 45 33 4 49 9 36 9 29 43 41 3 16 26
15027 10 172 16 44 31 39 29 33 18 7 46 32 19 17 36 28 10 44 5 28 37 5
15028 10 188 13 17 47 3 21 14 30 36 7 11 26 37 45 45 42 26 16 10 22 1
15029 10 218 38 33 46 3 37 24 22 42 12 28 6 30 26 11 41 40 48 2 36 46
15030 10 189 8 31 38 33 46 47 6 46 36 39 43 39 27 16 12 20 29 39 26 8
15031 10 137 16 38 9 6 27 45 5 29 8 43 26 15 23 15 20 14 17 49 45 9
15032 10 192 37 24 27 48 43 5 38 20 13 5 7 23 36 20 19 16 11 41 44 33
15033 10 127 8 43 4 21 49 20 21 46 29 8 19 5 7 13 11 47 33 25 1 39
15034 10 207 48 15 26 17 34 41 45 44 32 38 29 41 11 31 4 31 28 32 40 46
15035 10 201 38 49 8 48 45 40 23 47 31 22 12 6 47 47 34 42 30 24 20 20
15036 10 156 5 4 32 37 7 14 14 40 4 11 27 2 19 26 48 10 46 42 21 9
15037 10 198 10 5 48 44 47 27 19 18 23 23 31 10 29 44 25 20 49 36 2 6
15038 10 184 24 49 15 23 47 9 46 5 8 5 10 5 33 18 25 32 41 48 14 2
15039 10 154 28 7 48 8 13 45 9 18 20 10 35 43 6 45 38 10 2 44 21 8
15040 10 193 44 28 42 11 5 23 3 4 36 4 33 44 32 30 46 27 12 16 23 50
15041 10 186 40 30 46 29 41 47 23 14 6 18 47 28 21 33 2 8 38 35 3 19
15042 10 147 14 6 17 42 19 32 40 43 33 31 22 28 10 14 26 34 27 33 3 20
15043 10 125 29 32 16 1 14 20 10 2 4 14 22 19 21 38 11 39 19 2 33 3
15044 10 140 32 6 30 41 20 7 26 46 39 28 15 19 10 33 21 25 2 30 5 44
15045 10 207 48 23 16 37 35 5 8 36 39 10 20 45 42 10 14 48 38 9 37 17
15046 10 136 26 5 28 8 3 11 7 30 15 2 27 39 18 16 24 23 13 12 34 32
15047 10 185 6 25 44 21 25 33 32 11 49 7 17 27 16 44 31 26 3 10 42 4
15048 10 163 39 30 23 4 7 46 26 20 10 11 3 17 36 48 38 10 30 19 22 29
15049 10 191 27 40 7 42 34 37 19 38 46 10 41 34 14 39 48 11 16 19 22 27
