15000 25 509 28 13 22 22 43 23 14 27 4 39 47 18 18 16 26 30 21 28 41 7 39 32 10 1 35 11 6 50 9 3 27 23 24 49 49 14 44 4 3 40 7 49 1 28 15 37 20 37 13 39
15001 25 552 50 11 6 48 27 1 1 31 40 24 2 49 22 4 26 50 45 34 41 48 29 7 34 34 28 20 35 38 47 45 23 45 3 36 24 6 10 11 46 36 8 31 5 11 14 12 15 46 33 17
15002 25 596 42 29 16 17 23 17 19 10 27 44 39 36 6 34 13 17 1 19 29 36 11 23 49 22 20 15 17 4 33 10 32 48 26 6 47 16 8 25 46 10 18 32 34 31 48 34 22 11 37 50
15003 25 504 26 19 12 9 19 39 15 35 37 32 42 11 38 22 9 21 6 41 20 39 44 45 4 47 34 38 21 22 39 46 40 50 10 39 18 44 27 1 3 47 14 45 16 5 11 1 31 31 24 19
15004 25 570 26 14 21 31 25 11 1 19 37 1 8 24 45 34 35 49 30 50 43 45 6 31 24 24 18 26 48 50 23 15 46 6 39 6 9 43 16 18 49 4 4 43 32 34 10 5 11 30 28 15
15005 25 525 31 33 24 23 39 41 43 40 40 46 38 21 1 30 47 10 4 30 45 3 30 6 9 28 16 38 13 28 5 46 18 1 20 12 11 8 29 32 8 10 28 19 15 9 14 19 19 27 37 15
15006 25 583 18 26 29 47 32 24 9 11 44 11 33 5 3 43 14 31 26 22 43 5 42 7 13 7 28 2 37 41 47 33 23 20 35 15 4 19 20 6 39 39 6 33 46 50 10 6 16 12 31 48
15007 25 561 37 17 39 35 2 13 7 45 47 21 18 42 6 31 27 46 21 34 28 16 33 18 26 41 36 37 25 5 23 43 13 28 8 33 40 50 20 26 35 43 9 14 44 33 34 18 24 8 22 43
15008 25 513 30 17 28 42 46 17 18 31 49 41 38 31 39 20 2 14 6 44 25 21 3 18 4 38 1 21 13 10 45 5 42 11 34 35 8 50 43 27 31 24 16 3 10 20 5 31 23 24 12 26
15009 25 536 6 24 36 2 30 27 12 13 13 21 15 10 9 37 45 33 4 49 29 43 41 3 16 26 44 31 39 29 33 18 7 46 32 19 17 46 28 10 5 28 19 5 37 5 47 3 21 14 11 26
15010 25 629 37 45 45 45 42 26 16 10 22 1 38 33 46 3 24 22 12 28 6 30 26 11 41 40 48 2 36 46 8 31 33 46 47 6 39 43 27 16 20 29 9 6 5 29 43 26 15 23 14 5
15011 25 617 17 49 45 9 37 24 27 48 43 5 38 20 13 5 7 23 36 20 19 16 11 41 44 33 8 43 4 21 49 20 21 46 29 8 5 7 47 33 25 1 39 48 15 26 34 41 32 38 41 32
15012 25 611 32 11 31 4 28 32 40 46 38 49 8 48 45 40 23 47 22 12 6 38 47 47 34 42 30 24 20 20 5 4 37 7 14 14 4 11 27 2 19 26 48 10 46 42 21 9 10 5 44 47
15013 25 570 27 19 18 48 23 23 31 10 29 44 25 20 49 36 48 2 6 24 15 23 47 9 46 5 8 5 10 5 33 18 32 41 14 2 28 7 13 45 9 18 20 10 35 43 45 38 2 44 21 8
15014 25 583 44 28 42 11 5 23 3 4 36 4 33 44 32 30 46 27 12 16 23 50 40 30 29 41 47 23 14 6 18 41 28 47 21 33 2 8 38 35 19 14 6 17 43 33 31 22 10 14 26 34
15015 25 519 27 33 3 20 29 32 16 1 14 20 10 2 4 14 22 19 21 38 11 39 19 2 33 3 32 6 30 41 20 7 26 46 39 28 15 19 25 2 5 44 48 23 37 35 8 36 45 42 38 9
15016 25 515 37 17 26 5 28 8 3 11 7 30 15 2 27 39 18 16 24 23 13 12 34 32 6 25 44 21 25 33 32 11 49 7 17 27 16 44 31 26 10 42 4 39 30 23 46 26 20 10 11 3
