18000 30 300 3 26 1 4 7 19 44 42 2 42 5 3 4 40 6 34 49 43 17 17 32 31 8 50 36 19 14 31 13 25 11 34 26 6 9 13 34 7 15 42 43 24 12 48 25 46 29 23 35 23 20 36 16 39 21 49 45 9 19 40
18001 30 318 31 2 2 48 18 5 3 7 8 50 7 43 16 9 1 18 5 3 11 15 9 42 15 18 38 46 4 22 17 22 20 30 26 43 37 17 14 46 30 38 29 20 6 19 13 23 21 25 27 12 49 47 43 25 42 1 45 50 50 34
18002 30 283 9 49 12 20 4 6 6 43 18 37 45 14 2 16 1 41 47 14 5 44 17 15 3 34 42 37 7 3 30 50 21 13 22 39 11 21 25 50 13 25 26 19 8 6 16 35 24 27 10 36 19 30 37 6 23 41 33 35 31 21
18003 30 302 11 43 37 9 9 24 1 45 15 15 3 20 13 18 6 16 8 20 33 25 5 8 2 33 17 32 25 12 49 13 48 45 4 37 12 1 27 27 32 34 20 25 28 24 16 29 18 29 42 9 10 48 41 9 38 47 21 15 14 33
18004 30 319 1 10 2 50 4 9 17 37 15 41 7 37 26 24 16 3 24 4 5 27 3 36 14 33 13 39 36 4 6 34 10 18 40 47 34 17 11 11 20 20 46 9 18 28 8 39 43 29 29 20 48 45 41 37 27 38 30 36 44 28
18005 30 302 21 32 1 48 14 10 2 43 11 17 24 43 12 15 9 25 27 34 39 11 37 34 22 48 8 23 23 19 3 15 33 46 17 28 13 29 25 9 4 25 19 37 31 49 38 40 44 36 16 2 5 14 28 7 43 11 10 43 26 25
18006 30 332 46 32 41 13 44 48 25 3 1 47 2 38 7 10 26 42 3 30 22 21 8 6 15 20 24 47 4 1 10 42 11 31 20 39 19 23 45 23 13 41 35 28 39 28 48 39 43 49 40 30 14 40 6 49 18 11 5 5 31 10
18007 30 297 24 23 8 34 19 47 14 37 2 16 5 19 11 34 48 32 1 22 6 44 3 34 38 9 12 24 33 40 21 11 15 31 16 15 27 26 18 7 13 48 9 15 28 11 37 10 39 13 22 36 20 17 23 48 30 18 49 13 4 10
18008 30 326 36 42 16 23 2 24 47 35 6 27 4 18 48 6 13 24 1 31 43 27 18 36 7 13 8 38 38 36 9 9 26 45 3 3 32 30 41 24 12 30 24 32 27 34 17 5 20 43 21 29 10 34 49 14 45 13 11 3 19 32
18009 30 304 24 45 1 7 6 33 36 27 3 23 2 41 34 13 4 25 30 14 13 25 27 44 9 9 5 4 33 1 8 3 22 16 26 14 11 2 14 25 7 40 17 11 15 11 32 48 12 18 46 14 37 49 18 39 38 4 29 46 49 39
18010 30 360 2 26 3 42 6 40 48 29 33 39 5 26 37 22 1 40 10 21 41 9 11 30 35 6 16 38 15 45 49 37 45 43 4 38 21 8 17 5 43 25 44 3 7 26 19 8 9 6 40 6 20 30 42 9 46 17 39 46 13 38
18011 30 306 1 7 27 9 29 3 7 9 35 49 12 28 4 49 6 17 9 46 3 13 11 22 42 20 24 29 2 22 18 50 19 17 41 46 28 13 5 22 46 10 13 32 21 13 17 31 25 34 43 48 14 9 39 28 44 37 8 17 20 26
18012 30 295 1 17 16 35 8 24 12 5 3 17 6 20 33 43 38 26 5 40 15 9 2 31 40 24 4 16 17 1 35 36 24 7 21 9 31 45 25 32 23 13 9 40 37 31 22 8 26 13 14 12 11 22 36 45 47 23 10 6 20 45
18013 30 306 46 24 29 15 3 39 7 17 2 28 1 40 14 9 44 14 4 22 9 45 6 22 25 20 49 47 47 7 12 46 34 4 20 18 15 46 22 40 5 20 17 12 8 40 10 2 16 15 36 21 18 16 27 38 28 7 26 48 33 28
18014 30 282 12 50 3 14 2 29 34 25 1 2 42 15 20 39 13 27 4 13 15 4 5 1 7 45 6 30 11 30 37 9 9 25 19 40 38 34 14 33 17 20 44 35 18 27 8 42 35 17 27 8 10 21 41 50 25 29 16 29 31 5
18015 30 287 23 8 1 7 24 45 25 1 44 13 17 38 20 37 2 15 5 26 8 6 15 13 3 21 4 12 13 29 14 28 35 19 43 9 19 7 12 40 26 42 27 32 9 20 22 34 16 17 6 48 33 19 21 23 10 12 30 29 48 17
18016 30 303 47 11 1 25 14 49 3 9 8 49 13 24 5 28 2 23 30 46 31 13 33 35 21 39 18 44 9 24 4 16 27 40 40 40 20 5 12 37 17 29 10 16 29 43 7 36 37 22 11 49 34 45 41 15 19 18 39 10 24 19
18017 30 292 45 38 25 13 3 18 1 5 11 27 21 37 4 5 13 6 20 26 9 26 2 5 27 43 12 16 8 13 18 16 40 39 19 1 5 40 22 27 39 11 49 50 7 39 15 33 16 36 17 31 28 31 10 34 33 31 35 31 30 35
18018 30 313 8 35 9 3 1 22 23 19 18 7 19 44 13 49 41 16 4 35 34 15 12 45 2 47 38 27 29 43 15 21 11 15 21 45 32 10 24 28 20 15 5 10 25 37 39 41 49 47 48 11 26 19 10 35 3 27 17 38 31 10
18019 30 316 10 37 1 26 3 41 20 3 2 38 5 28 4 33 26 4 13 11 8 2 24 11 29 27 31 9 16 22 9 24 37 43 35 5 19 50 17 27 7 4 46 5 6 11 43 25 40 41 33 26 44 31 11 30 27 32 21 2 45 34
18020 30 319 1 37 27 37 7 23 14 9 18 29 6 25 5 40 43 48 16 38 3 35 40 42 20 6 44 24 4 29 13 2 2 39 36 21 28 1 17 30 45 47 10 17 9 24 39 18 38 31 12 41 25 33 42 40 31 7 23 49 21 38
18021 30 315 10 10 1 48 12 9 7 31 19 23 38 37 47 38 8 21 3 49 4 21 2 23 6 9 16 1 30 19 5 4 28 20 49 21 15 24 13 17 22 46 14 46 23 15 18 18 37 21 34 45 27 17 32 20 42 49 21 36 48 4
18022 30 311 13 32 47 12 34 19 4 13 7 39 1 34 19 30 31 49 2 20 3 25 17 8 26 41 27 9 21 50 10 49 42 35 12 6 9 27 16 6 50 1 39 36 6 9 23 36 29 9 37 5 15 10 5 5 11 20 45 8 22 30
18023 30 294 12 6 2 18 24 20 29 39 6 1 41 19 32 10 17 45 30 28 31 14 1 42 22 12 46 8 5 38 9 40 11 15 3 22 10 1 4 16 25 41 7 50 49 6 33 45 28 10 21 37 8 48 14 10 37 42 19 18 13 12
