18000 20 155 12 36 44 42 2 42 5 3 1 2 4 40 6 34 7 42 32 31 3 8 36 19 14 31 13 32 9 13 43 24 8 18 20 28 16 9 11 15 24 33
18001 20 182 3 23 1 46 22 12 4 47 2 31 37 17 6 30 8 14 27 12 49 47 7 27 21 31 11 49 5 48 14 11 42 1 45 50 20 1 31 45 9 49
18002 20 160 12 20 4 6 6 37 2 16 1 41 3 34 42 37 8 11 7 3 9 9 45 29 11 21 25 50 13 25 5 32 19 40 18 33 31 21 14 3 46 9
18003 20 153 33 25 5 8 1 48 2 36 9 4 8 43 3 10 4 37 12 20 25 17 42 9 10 48 21 15 20 11 16 3 45 40 11 11 18 28 7 5 14 11
18004 20 133 9 43 1 33 17 5 2 11 15 13 6 35 18 35 21 32 7 47 14 10 24 43 10 41 8 23 23 19 39 49 25 9 4 25 16 2 5 14 3 12
18005 20 185 1 47 7 10 26 42 3 30 2 28 36 39 4 43 11 31 20 11 24 39 40 30 14 40 41 50 31 10 38 9 12 24 33 40 6 42 13 48 9 15
18006 20 193 9 49 21 11 1 32 7 31 3 7 5 37 40 41 2 7 8 38 6 30 4 10 48 6 43 27 13 48 33 39 17 34 41 24 24 32 32 48 29 8
18007 20 182 12 18 50 32 17 28 1 21 3 2 8 30 49 14 2 17 4 19 45 13 24 45 30 22 6 33 36 27 9 9 7 17 10 47 22 16 15 11 14 41
18008 20 190 1 46 4 45 2 32 11 22 48 12 37 49 7 16 38 4 29 46 49 39 3 42 6 40 13 24 5 26 18 6 35 6 16 38 22 16 17 5 19 8
18009 20 193 1 46 9 47 2 21 17 32 14 22 5 50 4 19 46 17 3 40 7 19 31 13 43 34 35 49 6 6 11 22 42 20 18 50 49 37 19 17 25 50
18010 20 189 3 3 5 18 1 25 2 31 18 21 25 34 35 7 6 18 19 32 28 24 8 17 20 26 12 10 13 22 38 26 15 9 40 24 46 4 24 7 21 9
18011 20 155 3 16 17 39 5 34 13 11 45 34 1 46 25 23 6 47 9 40 20 28 8 50 4 29 16 4 11 22 10 6 29 15 2 28 14 9 38 23 34 4
18012 20 135 4 17 3 50 1 33 2 31 5 20 8 40 10 2 7 26 38 48 12 50 13 27 20 18 34 14 6 30 11 30 37 9 9 25 19 40 14 33 17 20
18013 20 174 2 31 7 26 6 42 1 48 3 3 24 45 25 1 5 21 20 24 22 34 17 6 33 19 4 3 23 9 8 49 31 36 15 32 44 39 11 27 47 34
