16000 10 947 228 13 22 22 193 23 314 27 304 39 97 18 68 16 276 30 221 28 171 41
16001 10 672 107 39 182 10 51 35 11 6 150 9 103 27 73 24 149 18 264 44 254 3
16002 10 927 290 22 72 7 299 1 78 28 224 18 135 14 201 44 15 37 304 20 237 14
16003 10 915 274 13 339 50 61 6 348 27 51 1 131 40 202 49 222 4 76 50 127 45
16004 10 787 34 41 98 29 257 34 234 28 70 50 2 35 138 1 347 45 350 23 45 50
16005 10 959 253 36 174 6 184 47 160 11 96 36 308 31 178 5 211 34 40 45 314 12
16006 10 867 46 15 183 17 42 29 316 17 23 17 219 10 342 27 194 39 86 6 284 23
16007 10 590 13 17 1 19 29 36 61 23 199 22 320 15 17 4 83 10 282 48 176 6
16008 10 789 217 47 116 8 275 11 46 10 318 32 334 31 148 34 1 26 22 11 101 22
16009 10 942 32 22 337 50 176 19 212 9 269 39 15 35 187 32 342 11 42 38 272 9
16010 10 744 321 6 141 20 239 44 95 12 4 47 84 38 21 22 189 46 290 50 104 10
16011 10 819 239 18 144 27 201 38 338 42 127 9 53 47 164 45 16 5 288 12 68 44
16012 10 1114 61 1 281 31 174 19 276 14 321 31 275 11 101 19 237 1 158 24 345 34
16013 10 953 285 49 30 50 193 45 256 31 306 24 224 18 276 6 248 50 74 23 15 46
16014 10 802 156 39 206 6 159 43 316 18 200 49 204 48 80 4 43 26 9 25 232 34
16015 10 1059 201 10 305 49 311 30 73 25 26 28 65 31 133 24 323 39 341 43 340 40
16016 10 635 96 38 121 1 80 47 10 4 295 3 280 6 159 28 116 38 101 40 13 28
16017 10 1112 155 46 263 30 18 1 170 12 240 11 158 29 332 8 310 28 319 15 259 14
16018 10 731 19 38 69 27 216 37 165 18 76 29 247 32 24 9 211 44 183 5 253 43
16019 10 859 214 31 176 22 93 5 142 7 263 7 276 3 78 2 118 14 68 37 291 47
16020 10 928 283 23 70 44 335 15 104 19 320 6 164 33 139 39 6 33 146 50 289 10
16021 10 742 156 16 112 35 270 31 98 37 67 39 185 2 163 7 45 47 121 50 268 42
16022 10 1181 306 31 227 46 221 34 278 16 333 18 226 41 186 37 325 5 18 23 243 36
16023 10 582 263 28 37 25 286 33 23 8 183 40 100 40 20 26 185 43 9 14 58 44
16024 10 911 83 35 84 18 224 8 22 43 130 17 278 42 296 17 268 31 349 41 88 31
16025 10 892 230 39 120 2 314 6 94 25 171 3 268 4 38 1 63 10 345 5 142 11
16026 10 1040 184 35 158 50 253 38 299 43 277 31 224 16 203 25 31 10 170 5 281 23
16027 10 832 224 34 312 26 156 24 236 2 280 27 12 13 163 21 63 15 160 13 59 37
16028 10 844 245 33 154 49 9 36 179 43 91 3 166 26 216 44 231 39 229 33 168 7
16029 10 1227 346 32 219 17 296 36 278 10 144 16 155 28 319 5 237 5 213 17 247 3
16030 10 672 121 14 180 36 207 11 26 37 45 45 95 42 76 16 310 22 201 38 83 46
16031 10 727 53 37 24 22 92 12 128 6 80 26 211 50 191 40 337 48 252 12 86 46
16032 10 785 158 31 138 33 296 47 56 46 136 39 93 39 177 16 12 20 329 39 176 8
16033 10 797 116 38 59 6 227 45 155 29 208 43 226 15 223 15 50 20 64 5 267 49
16034 10 804 45 9 37 24 277 48 93 5 338 20 313 5 257 23 13 36 20 19 216 27
16035 10 676 11 41 44 33 58 43 4 21 349 20 121 46 279 8 219 5 7 13 261 47
16036 10 845 183 25 51 39 198 15 176 17 184 41 245 44 132 38 229 41 182 32 111 31
16037 10 933 304 31 178 32 190 46 238 49 158 48 145 40 173 47 231 22 212 6 38 47
16038 10 745 97 34 192 30 174 20 20 5 104 32 337 7 314 14 90 4 11 27 152 19
16039 10 1085 276 48 310 50 246 42 71 9 200 10 105 48 344 47 127 19 168 48 323 23
16040 10 1062 31 10 129 44 275 20 299 36 148 2 256 24 349 15 323 47 9 46 305 8
16041 10 1143 105 10 305 50 158 33 218 25 332 41 48 14 302 28 157 28 348 8 313 45
16042 10 761 159 18 20 10 235 43 6 45 188 10 252 44 171 8 344 28 42 11 105 23
16043 10 833 203 4 186 4 83 44 182 30 296 27 12 16 46 23 200 40 280 46 179 41
16044 10 812 297 23 14 6 68 41 147 28 247 21 283 2 308 38 85 3 69 14 106 17
16045 10 879 342 19 132 40 193 33 181 22 178 10 314 26 84 27 183 3 120 29 32 16
16046 10 764 101 14 170 10 202 4 264 22 219 21 238 11 89 19 83 3 32 6 130 41
16047 10 838 320 7 276 46 39 28 65 19 260 33 71 25 52 30 226 5 194 48 173 16
16048 10 786 337 35 255 8 36 39 110 20 145 42 260 14 248 38 59 37 17 26 105 28
16049 10 935 158 26 103 11 257 30 315 2 77 39 68 16 276 24 23 13 262 34 332 6
