16000 25 2100 228 13 22 22 193 23 314 27 304 39 97 18 68 16 276 30 221 28 171 41 107 39 182 10 51 35 11 6 150 9 103 27 73 24 149 18 264 44 254 3 290 22 72 7 299 1 78 28 224 18
16001 25 2149 135 14 201 44 15 37 304 20 237 14 274 13 339 50 61 6 348 27 51 1 131 40 202 49 222 4 76 50 127 45 34 41 98 29 257 34 234 28 70 50 2 35 138 1 347 45 350 23 45 50
16002 25 1978 253 36 174 6 184 47 160 11 96 36 308 31 178 5 211 34 40 45 314 12 46 15 183 17 42 29 316 17 23 17 219 10 342 27 194 39 86 6 284 23 13 17 1 19 29 36 61 23 199 22
16003 25 2227 320 15 17 4 83 10 282 48 176 6 217 47 116 8 275 11 46 10 318 32 334 31 148 34 1 26 22 11 101 22 32 22 337 50 69 12 259 19 189 15 135 37 342 11 42 38 272 9 321 6
16004 25 1980 141 20 239 44 95 12 4 47 84 38 21 22 189 46 290 50 104 10 118 44 227 1 288 38 242 27 259 3 97 14 345 16 205 38 262 18 94 11 151 31 81 24 119 26 114 21 181 25 11 1
16005 25 2346 69 37 301 8 224 45 284 35 199 30 250 43 45 6 131 6 324 24 168 26 306 48 100 24 173 15 196 6 289 6 256 9 93 6 316 18 200 49 204 48 80 4 43 26 9 25 232 34 201 10
16006 25 2096 305 49 311 30 73 25 26 28 65 31 133 24 323 39 341 43 340 40 96 38 121 1 80 47 10 4 295 3 280 6 159 28 116 38 101 40 13 28 155 46 263 30 18 1 170 12 240 11 158 29
16007 25 2342 332 8 310 28 319 15 259 14 19 38 69 27 216 37 165 18 76 29 247 32 24 9 211 44 183 5 253 43 214 31 176 22 93 5 142 7 263 7 276 3 78 2 118 14 68 37 291 47 283 23
16008 25 2324 70 44 335 15 104 19 320 6 164 33 139 39 6 33 146 50 289 10 156 16 112 35 270 31 98 37 67 39 185 2 163 7 45 47 121 50 268 42 306 31 227 46 221 34 278 16 333 18 226 41
16009 25 1994 186 37 325 5 18 23 243 36 263 28 37 25 286 33 23 8 183 40 100 40 20 26 185 43 9 14 58 44 83 35 84 18 224 8 22 43 130 17 278 42 296 17 268 31 349 41 88 31 230 39
16010 25 2397 120 2 314 6 94 25 171 3 268 4 38 1 63 10 345 5 142 11 184 35 158 50 253 38 299 43 277 31 224 16 203 25 31 10 170 5 281 23 312 26 156 24 236 2 280 27 12 13 163 21
16011 25 2362 63 15 160 13 59 37 245 33 154 49 9 36 179 43 91 3 166 26 216 44 231 39 229 33 168 7 346 32 219 17 296 36 278 10 144 16 155 28 319 5 237 5 213 17 247 3 121 14 180 36
16012 25 1775 207 11 26 37 45 45 95 42 76 16 310 22 201 38 83 46 53 37 24 22 92 12 128 6 80 26 211 50 191 40 337 48 252 12 86 46 158 31 138 33 296 47 56 46 136 39 93 39 177 16
16013 25 1888 12 20 329 39 176 8 116 38 59 6 227 45 155 29 208 43 226 15 223 15 50 20 64 5 267 49 45 9 37 24 277 48 93 5 338 20 313 5 257 23 13 36 20 19 216 27 11 41 44 33
16014 25 2187 58 43 4 21 349 20 121 46 279 8 219 5 7 13 261 47 183 25 51 39 198 15 176 17 184 41 245 44 132 38 229 41 182 32 111 31 304 31 178 32 190 46 238 49 158 48 145 40 173 47
16015 25 2151 231 22 212 6 38 47 97 34 192 30 174 20 20 5 104 32 337 7 314 14 90 4 11 27 152 19 276 48 310 50 246 42 71 9 200 10 105 48 344 47 127 19 168 48 323 23 31 10 129 44
16016 25 2837 275 20 299 36 148 2 256 24 349 15 323 47 9 46 305 8 105 10 250 8 233 18 325 32 191 48 164 2 328 7 28 48 258 13 145 9 218 20 310 35 343 6 45 38 252 44 171 8 344 28
16017 25 2052 42 11 105 23 203 4 186 4 83 44 182 30 296 27 12 16 46 23 200 40 280 46 179 41 297 23 14 6 68 41 147 28 247 21 283 2 308 38 85 3 69 14 106 17 342 19 132 40 193 33
16018 25 2124 181 22 178 10 314 26 84 27 183 3 120 29 32 16 101 14 170 10 202 4 264 22 219 21 238 11 89 19 83 3 6 30 41 20 207 26 296 39 228 15 169 10 233 21 25 2 280 26 305 44
16019 25 2101 298 23 166 37 185 5 158 36 139 10 220 45 42 10 114 48 338 9 287 17 276 5 78 8 176 3 11 7 130 15 252 27 289 18 216 26 124 23 113 12 284 32 56 25 44 21 25 33 182 11
16020 25 2078 199 7 217 27 66 44 181 26 253 10 192 4 189 30 23 4 207 46 76 20 210 11 103 17 136 48 38 10 130 19 272 29 127 40 57 42 134 37 69 38 196 10 341 34 191 14 239 48 311 16
16021 25 1861 169 22 277 23 39 12 21 26 23 50 96 46 280 24 35 36 215 20 24 35 157 22 344 50 207 34 115 46 33 27 211 3 199 39 228 37 152 48 114 24 209 21 129 34 106 16 50 27 290 34
16022 25 2491 34 11 127 35 167 12 249 14 297 25 77 1 323 15 328 9 225 24 340 24 332 11 4 17 318 19 216 44 208 49 29 20 277 13 137 39 213 2 338 28 237 12 93 15 123 9 241 46 50 14
16023 25 1730 30 12 317 46 229 36 62 25 245 10 55 15 139 18 153 27 80 4 115 19 232 1 133 26 215 5 34 8 150 35 23 29 147 40 25 27 27 38 203 23 99 8 287 37 125 41 6 45 329 27
16024 25 1946 78 30 159 3 346 13 38 5 14 24 193 20 219 19 199 47 58 1 119 6 308 8 195 34 98 9 42 42 190 18 21 21 28 25 118 42 214 23 255 38 250 49 309 18 69 7 164 26 208 32
16025 25 2160 84 15 139 28 49 39 138 42 180 27 111 3 297 38 27 15 181 41 237 37 178 38 136 36 55 6 95 20 132 2 301 17 116 42 294 16 280 31 207 11 210 19 263 6 256 42 22 38 332 10
16026 25 1866 125 11 347 12 248 3 67 42 222 50 95 25 16 11 18 11 328 49 344 37 9 3 105 24 160 13 165 32 202 48 43 26 60 40 37 7 44 6 101 16 57 45 240 25 207 9 335 37 157 30
16027 25 2150 323 17 332 29 40 44 193 6 277 45 105 19 20 14 160 9 273 6 266 25 271 22 171 12 348 28 333 16 176 14 290 44 48 18 136 41 163 41 69 7 189 28 13 49 38 37 4 3 63 26
16028 25 2167 77 34 189 24 63 8 208 28 185 22 167 28 169 36 263 11 298 6 29 6 253 17 334 17 17 23 154 22 278 16 49 4 251 37 229 13 94 39 190 30 162 6 10 32 294 22 92 41 279 22
16029 25 2460 197 33 290 32 50 7 154 5 280 31 22 29 236 23 215 17 235 11 155 27 342 16 34 1 249 27 75 40 218 5 63 16 138 2 339 10 350 43 192 33 166 22 118 38 338 34 125 50 340 3
16030 25 2095 242 7 186 44 5 13 118 46 182 23 10 47 212 12 45 50 273 46 344 16 78 9 237 48 49 25 183 25 124 25 127 15 81 12 211 38 276 28 33 7 52 43 305 13 206 1 264 30 347 7
16031 25 1970 196 26 218 32 25 18 108 8 42 32 182 20 48 14 83 8 301 9 38 34 267 41 178 24 306 33 174 19 114 22 278 9 198 45 193 24 14 50 231 5 333 14 176 33 80 8 90 30 68 29
16032 25 2385 165 37 170 44 160 27 328 35 145 42 107 22 202 6 18 44 129 31 146 12 237 30 177 12 112 6 320 4 88 39 282 4 325 3 198 34 179 25 71 26 266 27 349 18 84 17 313 12 199 8
