16000 15 1872 328 13 272 22 343 23 314 27 404 39 47 18 368 16 26 30 421 28 171 41 207 39 382 10 101 35 161 6 200 9
16001 15 1706 353 27 23 24 349 18 199 14 194 4 153 40 172 22 407 49 251 28 278 24 168 35 164 1 294 15 37 4 370 37
16002 15 1625 164 24 313 39 100 11 206 48 77 1 51 31 240 24 402 49 72 4 176 50 277 45 384 41 148 29 307 34 334 28
16003 15 1478 420 50 152 35 338 1 147 45 150 23 145 50 53 36 24 6 234 47 310 11 46 36 8 31 178 5 361 34 390 45
16004 15 1806 364 12 396 15 296 33 367 42 29 16 267 23 317 19 210 42 427 44 89 36 56 34 23 13 217 1 269 29 286 11
16005 15 1913 423 49 222 20 315 17 304 33 110 32 348 26 106 17 297 16 208 25 361 46 160 18 32 34 81 48 434 1 426 22
16006 15 1108 211 1 122 32 22 37 100 26 269 12 259 19 239 15 35 37 282 42 11 42 88 22 209 21 6 41 20 39 344 45
16007 15 1653 362 4 47 34 138 21 72 39 446 40 100 4 160 39 168 44 77 1 38 38 242 27 309 3 347 14 445 16 355 38
16008 15 1642 412 18 44 11 351 31 181 24 19 26 364 21 31 25 111 1 319 37 301 8 274 45 134 35 249 30 100 43 395 6
16009 15 1864 131 6 374 24 18 26 406 48 350 24 373 15 196 6 439 6 256 9 43 6 316 18 250 49 154 48 80 4 343 26
16010 15 2124 309 25 432 34 300 1 160 5 249 11 280 23 425 26 228 15 331 33 374 23 139 41 343 40 290 46 38 21 351 30
16011 15 1380 47 10 4 30 95 3 130 6 159 28 416 38 151 40 13 28 405 46 380 18 220 12 140 11 308 29 82 8 210 28
16012 15 1758 19 15 259 14 169 38 419 27 316 37 315 18 376 29 47 32 324 9 311 44 261 33 55 3 243 14 231 26 172 43
16013 15 2250 105 42 307 13 407 26 353 28 352 18 414 18 337 41 197 33 323 20 44 35 365 4 419 20 306 14 383 39 189 6
16014 15 2138 233 46 450 39 310 6 166 12 435 20 31 48 387 17 339 35 352 13 307 45 47 21 300 18 242 6 331 27 346 21
16015 15 1605 434 28 16 33 268 26 441 36 87 25 155 18 373 43 86 13 328 37 125 36 433 23 58 33 290 50 40 20 76 35
16016 15 1304 343 9 114 8 94 33 285 34 18 24 58 22 143 30 367 28 292 46 267 18 81 49 241 38 80 39 120 2 106 44
16017 15 1581 225 21 153 18 254 38 401 21 13 10 45 5 92 11 434 35 308 50 3 38 49 43 127 31 374 16 353 25 331 10
16018 15 1358 20 5 331 23 24 34 212 26 6 24 86 2 430 27 62 13 213 21 215 10 313 9 87 45 433 4 49 9 236 9
16019 15 2162 279 43 41 3 416 26 316 44 231 39 129 33 68 7 446 32 119 17 346 36 428 10 444 16 355 28 419 5 287 5
16020 15 1461 113 17 147 3 271 14 430 36 207 11 276 37 145 45 345 42 26 16 210 22 1 38 233 46 303 37 74 22 142 12
16021 15 1375 78 6 180 26 61 50 41 40 187 48 302 12 236 46 8 31 188 33 196 47 6 46 186 39 293 39 427 16 362 20
16022 15 1479 379 39 26 8 316 38 159 6 177 45 205 29 408 43 76 15 173 15 50 20 314 5 217 49 345 9 87 24 27 48
16023 15 1567 93 5 38 20 63 5 307 23 363 36 220 19 166 27 211 41 194 33 158 43 404 21 349 20 121 46 229 8 219 5
16024 15 1569 257 13 261 47 83 25 301 39 198 15 76 17 434 41 195 44 32 38 179 41 232 32 131 4 381 28 132 40 246 38
16025 15 1627 49 8 248 45 240 23 297 31 422 12 306 38 147 47 184 42 180 24 120 20 405 4 282 37 207 14 164 40 4 11
16026 15 1881 377 2 169 26 48 10 396 42 421 9 200 10 255 48 144 47 77 19 368 48 323 23 431 10 29 44 225 20 299 36
16027 15 1636 448 2 6 24 449 15 223 47 359 46 105 8 205 10 5 50 158 33 318 25 282 41 348 14 252 28 107 28 8 13
16028 15 1489 445 9 318 20 10 35 43 6 345 38 110 2 94 21 58 44 228 42 361 5 73 3 304 36 404 33 32 30 153 46
16029 15 2009 377 12 316 46 173 50 290 30 196 29 391 47 273 14 306 18 291 47 278 47 221 33 152 8 38 35 353 19 364 6
16030 15 1671 67 42 219 32 140 43 233 31 222 28 210 14 226 34 277 33 53 20 229 32 416 1 414 20 310 2 204 14 122 19
16031 15 1816 371 38 61 39 119 2 183 3 282 6 380 41 220 7 176 46 339 28 215 19 160 33 271 25 402 30 155 44 298 23
16032 15 2011 366 37 435 5 258 36 289 10 120 45 192 10 64 48 388 9 287 17 376 5 428 8 276 3 161 7 380 15 2 27
16033 15 1670 239 18 366 26 24 23 113 12 434 32 156 25 444 21 175 33 432 11 199 7 67 27 116 44 381 26 3 10 192 4
16034 15 2133 139 30 423 4 307 46 226 20 360 11 253 17 436 48 388 10 280 19 222 29 327 40 257 42 284 37 319 38 46 10
16035 15 1809 341 34 91 14 289 48 361 16 419 22 377 23 439 12 121 26 123 50 346 46 30 24 285 36 265 20 74 35 57 22
16036 15 2242 244 50 407 34 365 46 333 27 361 3 199 39 228 37 302 48 164 24 349 9 421 29 384 6 266 50 27 40 434 34
16037 15 1607 61 27 135 17 162 49 314 47 375 27 51 23 165 28 309 17 175 24 440 24 132 11 54 17 268 19 366 44 208 49
16038 15 1785 429 20 177 13 337 39 213 2 37 38 78 37 312 43 365 23 259 41 296 50 214 30 267 46 129 36 62 25 395 10
16039 15 1531 55 15 189 18 203 27 380 4 165 19 82 1 33 26 255 34 358 50 85 23 129 47 440 25 127 27 388 3 173 49
16040 15 1785 258 37 137 25 241 15 406 45 429 27 378 30 159 3 446 13 88 5 114 24 128 43 170 19 119 49 397 8 101 19
16041 15 1558 56 8 158 45 384 48 59 42 192 40 68 21 371 28 75 18 292 14 373 5 438 50 249 9 218 19 107 14 76 8
16042 15 1858 282 34 115 39 428 49 439 38 42 30 177 11 403 47 438 27 65 31 241 37 337 28 88 36 436 5 156 45 70 32
16043 15 1826 352 1 17 16 392 44 116 30 81 7 161 10 369 13 406 6 192 22 288 32 110 25 261 47 362 48 103 17 442 22
16044 15 1655 350 45 125 16 411 18 128 49 94 37 259 3 255 24 410 13 165 32 102 48 193 26 60 40 187 7 306 1 266 7
16045 15 1458 345 40 225 7 109 35 87 7 330 23 67 32 279 40 294 43 256 27 195 5 119 20 114 10 259 23 166 25 71 22
16046 15 1413 21 12 248 28 170 33 66 26 364 40 44 48 368 36 91 13 391 19 257 48 239 28 213 49 188 37 154 3 13 26
16047 15 1667 377 34 389 24 13 8 208 28 85 22 167 28 369 36 263 11 198 6 129 6 303 17 384 17 317 23 4 22 128 16
16048 15 2065 399 4 101 37 279 13 444 39 190 30 262 6 310 32 94 22 292 41 429 22 347 33 440 32 307 4 55 30 181 22
16049 15 1672 379 36 223 15 167 35 311 5 127 42 66 34 351 49 177 25 190 18 105 13 416 38 252 47 39 10 350 43 192 33
