17000 10 132 28 263 22 122 43 223 14 127 4 289 47 318 18 116 26 180 21 278 41 107
17001 10 93 39 182 10 51 35 11 6 150 9 103 27 73 24 149 18 149 14 194 4 203
17002 10 127 40 222 22 207 49 251 28 28 24 218 35 314 1 294 15 87 4 20 37 114
17003 10 115 24 263 39 200 11 56 48 127 1 251 31 340 2 349 22 254 26 250 27 95
17004 10 137 34 91 48 129 7 184 28 70 50 2 35 138 1 347 45 350 23 45 3 186
17005 10 115 24 256 34 197 10 61 46 286 8 281 28 55 11 84 40 95 14 262 15 46
17006 10 109 33 317 42 329 16 317 23 17 19 10 27 194 39 86 6 284 13 17 1 219
17007 10 136 29 236 11 123 49 322 20 315 17 304 33 210 32 48 26 106 47 116 8 275
17008 10 97 11 46 10 318 32 334 31 148 34 1 26 22 1 22 22 337 19 212 9 269
17009 10 123 39 15 35 187 32 342 11 42 38 272 9 321 6 141 20 239 44 95 12 4
17010 10 146 47 84 38 21 22 189 46 290 4 10 39 118 44 227 1 288 42 127 9 53
17011 10 121 47 164 45 16 5 288 12 68 44 61 1 281 31 174 19 276 14 321 25 11
17012 10 123 1 69 37 301 8 224 45 284 35 199 30 250 43 45 6 131 24 224 18 276
17013 10 118 6 248 24 173 15 196 39 206 9 93 16 118 49 204 48 80 4 43 26 9
17014 10 106 25 232 34 350 1 60 5 99 11 180 23 325 26 228 15 231 33 224 39 341
17015 10 136 43 340 40 96 38 121 1 80 47 10 4 80 45 53 30 156 9 28 16 338
17016 10 89 1 90 13 328 5 46 30 18 20 62 40 211 8 79 32 158 10 28 19 165
17017 10 109 9 264 19 188 27 216 37 165 18 76 29 247 32 24 11 194 33 255 3 43
17018 10 117 14 331 26 22 43 5 42 257 13 207 3 78 2 118 18 37 41 47 33 323
17019 10 120 20 244 35 65 4 319 6 164 33 139 39 6 46 300 10 156 16 112 31 98
17020 10 116 37 67 39 185 2 163 7 45 47 121 18 242 6 81 27 246 21 34 28 16
17021 10 147 33 18 26 291 36 337 25 105 18 73 43 236 13 78 37 75 23 208 40 100
17022 10 143 40 20 26 185 43 9 14 58 44 83 35 84 18 224 8 22 30 67 28 42
17023 10 142 46 117 18 231 49 291 38 181 30 339 20 52 14 106 44 125 21 303 4 38
17024 10 123 1 171 13 210 45 105 42 61 34 335 8 300 3 38 49 193 27 281 24 266
17025 10 101 3 275 31 110 20 155 23 224 34 312 26 156 24 236 2 280 27 12 13 163
17026 10 145 21 63 15 160 13 59 37 245 33 154 49 9 36 9 29 293 41 103 16 76
17027 10 123 16 344 31 239 29 183 18 57 46 82 19 317 36 278 10 144 5 228 37 305
17028 10 134 13 217 47 303 21 214 30 336 7 61 26 237 45 345 42 76 16 310 22 201
17029 10 156 38 83 46 53 37 24 22 92 12 128 6 80 26 211 41 40 48 252 36 296
17030 10 135 8 181 38 233 46 97 6 146 36 139 43 189 27 116 12 70 29 139 26 58
17031 10 98 16 188 9 306 27 45 5 129 8 43 26 15 23 165 20 64 17 199 45 9
17032 10 137 37 24 27 48 43 255 38 70 13 255 7 173 36 20 19 216 11 91 44 233
17033 10 91 8 93 4 121 49 270 21 196 29 158 19 205 7 113 11 147 33 25 1 89
17034 10 148 48 215 26 217 34 41 45 194 32 288 29 341 11 181 4 231 28 232 40 46
17035 10 144 38 349 8 148 45 340 23 347 31 172 12 56 47 97 34 192 30 174 20 20
17036 10 111 5 104 32 337 7 314 14 90 4 11 27 152 19 276 48 310 46 342 21 259
17037 10 141 10 105 48 344 47 127 19 168 23 73 31 310 29 344 25 20 49 286 2 256
17038 10 131 24 349 15 323 47 9 46 305 8 105 10 305 33 218 25 332 41 48 14 302
17039 10 110 28 157 48 258 13 145 9 218 20 310 35 343 6 45 38 310 2 94 21 8
17040 10 138 44 328 42 211 5 23 3 304 36 154 33 144 32 80 46 27 12 316 23 200
17041 10 133 40 280 46 179 41 297 23 14 6 68 47 278 21 283 2 308 38 85 3 69
17042 10 105 14 106 17 342 19 132 40 193 33 181 22 178 10 314 26 84 27 183 3 120
17043 10 89 29 32 16 101 14 170 10 202 4 264 22 219 21 238 11 89 19 202 33 303
17044 10 100 32 6 30 41 20 207 26 296 39 228 15 169 10 233 21 25 2 280 5 194
17045 10 148 48 173 16 337 35 255 8 36 39 110 20 145 42 260 14 248 38 59 37 17
17046 10 97 26 105 28 158 3 11 7 130 15 252 27 289 18 216 24 23 13 262 34 332
17047 10 132 6 325 44 321 25 183 32 311 49 107 17 277 16 194 31 76 3 310 42 154
17048 10 117 39 130 23 54 7 146 26 320 10 161 3 67 36 298 38 160 30 219 22 329
17049 10 137 27 290 7 192 34 237 19 188 46 260 41 34 14 239 48 311 16 169 22 277
