17000 15 181 28 63 22 322 43 273 14 377 4 89 47 268 18 216 26 180 21 428 41 207 39 482 10 101 35 361 6 500 9 303
17001 15 180 27 323 24 99 18 49 14 144 4 153 40 422 22 57 49 451 28 228 35 264 1 394 15 87 20 87 13 189 50 461
17002 15 203 6 448 27 451 1 381 40 374 2 349 22 454 26 50 45 484 41 48 29 107 34 334 28 220 35 388 47 195 23 145
17003 15 173 3 436 24 6 34 397 10 11 46 86 8 281 28 455 11 434 40 195 14 12 15 446 33 67 42 179 16 167 23 17
17004 15 203 19 110 42 27 44 489 36 256 34 423 13 67 1 469 29 36 11 473 49 272 20 365 17 54 33 260 32 98 26 406
17005 15 184 17 447 16 58 25 261 46 310 18 332 34 31 48 334 1 176 22 111 32 422 37 450 26 469 12 59 19 339 15 385
17006 15 202 37 332 42 461 38 122 9 171 6 341 20 39 44 95 12 154 47 434 21 472 39 196 40 250 4 210 18 94 27 401
17007 15 188 38 38 42 227 9 303 47 364 45 316 5 38 12 218 44 61 1 431 31 474 19 476 14 221 25 161 37 51 8 274
17008 15 217 45 34 35 49 30 500 43 245 6 81 24 124 18 326 48 300 23 65 46 106 39 256 9 493 16 118 49 254 4 143
17009 15 199 26 359 25 182 34 50 1 360 5 149 11 330 23 75 28 465 31 33 24 173 39 41 43 390 40 396 38 271 30 447
17010 15 139 10 354 30 245 3 430 6 209 28 466 38 251 40 463 5 496 13 280 18 251 20 162 11 58 29 282 8 260 19 465
17011 15 178 9 14 19 488 27 66 37 465 18 326 29 47 32 274 11 294 33 455 3 143 14 181 26 422 43 355 42 257 13 407
17012 15 203 26 253 28 402 18 14 37 191 47 383 23 270 44 185 15 254 19 370 6 164 33 339 39 6 46 400 10 306 16 162
17013 15 196 35 320 31 398 37 167 39 385 2 313 7 95 47 421 18 142 6 181 27 196 21 84 28 116 33 268 26 141 36 187
17014 15 196 25 5 18 423 43 36 13 278 37 175 36 383 23 408 33 40 40 220 26 135 9 164 8 194 35 334 24 358 22 443
17015 15 173 30 217 28 142 46 267 18 481 49 191 38 231 39 170 2 64 6 344 25 171 3 468 4 388 1 421 13 10 45 255
17016 15 167 42 461 34 135 8 350 3 138 49 493 27 81 24 166 25 81 10 70 5 281 23 174 12 326 6 474 36 102 30 477
17017 15 187 12 163 13 71 15 60 9 437 45 183 4 249 36 359 29 93 41 253 16 76 44 81 39 279 33 318 7 96 32 69
17018 15 182 17 196 36 78 10 294 16 205 28 319 5 237 13 67 47 153 21 414 30 436 7 161 26 487 45 195 42 26 22 51
17019 15 233 38 483 46 103 37 24 22 492 12 478 6 30 26 11 41 90 48 102 36 296 8 31 33 396 47 156 39 493 27 16
17020 15 176 12 20 29 39 26 8 16 388 9 406 27 45 5 79 8 443 15 473 20 464 17 149 45 9 37 74 48 93 38 470
17021 15 177 13 255 7 273 36 170 19 116 27 311 41 394 33 208 43 354 21 199 20 171 46 379 8 169 5 457 11 197 25 451
