17000 25 283 28 13 22 122 43 123 14 77 4 39 47 118 18 116 26 130 21 128 41 57 39 82 10 101 35 11 6 50 9 53 27 23 24 49 49 114 44 54 3 90 7 99 1 78 15 37 20 87 13 89
17001 25 307 50 61 6 148 27 1 1 131 40 124 2 99 22 104 26 50 45 84 41 148 29 7 34 34 28 120 35 38 47 145 23 145 3 136 24 56 10 11 46 136 8 31 5 61 14 112 15 146 33 67
17002 25 331 42 29 16 117 23 17 19 60 27 144 39 136 6 134 13 67 1 119 29 136 11 123 49 72 20 15 17 4 33 110 32 48 26 106 47 16 8 25 46 10 18 32 34 81 48 134 22 61 37 100
17003 25 280 26 119 12 109 19 89 15 35 37 132 42 11 38 72 9 21 6 41 20 139 44 145 4 47 34 138 21 72 39 146 40 100 10 39 18 44 27 51 3 47 14 145 16 55 11 51 31 31 24 19
17004 25 317 26 64 21 31 25 111 1 19 37 1 8 124 45 134 35 99 30 100 43 95 6 131 24 24 18 26 48 50 23 15 46 6 39 6 9 43 16 68 49 4 4 43 32 134 10 105 11 130 28 15
17005 25 292 31 33 24 73 39 141 43 140 40 46 38 121 1 80 47 60 4 80 45 3 30 6 9 78 16 138 13 78 5 96 18 1 20 112 11 8 29 82 8 60 28 19 15 109 14 19 19 27 37 15
17006 25 324 18 76 29 47 32 24 9 11 44 111 33 55 3 93 14 81 26 22 43 105 42 7 13 107 28 52 37 91 47 83 23 70 35 65 4 119 20 6 39 39 6 83 46 150 10 106 16 62 31 98
17007 25 312 37 67 39 35 2 113 7 95 47 71 18 92 6 31 27 46 21 134 28 16 33 118 26 141 36 87 25 5 23 143 13 28 8 133 40 150 20 76 35 43 9 114 44 133 34 18 24 58 22 143
17008 25 285 30 67 28 142 46 117 18 81 49 91 38 81 39 120 2 114 6 44 25 121 3 18 4 138 1 121 13 60 45 5 42 111 34 135 8 100 43 127 31 74 16 53 10 20 5 31 23 24 12 26
17009 25 298 6 74 36 102 30 27 12 113 13 121 15 110 9 87 45 133 4 49 29 93 41 53 16 76 44 81 39 129 33 68 7 146 32 119 17 46 28 110 5 28 19 5 37 55 47 3 21 14 11 126
17010 25 349 37 145 45 45 42 26 16 60 22 1 38 83 46 3 24 122 12 78 6 30 26 61 41 40 48 2 36 146 8 131 33 46 47 6 39 143 27 66 20 79 9 56 5 29 43 76 15 23 14 55
17011 25 343 17 49 45 59 37 74 27 148 43 105 38 20 13 105 7 123 36 70 19 16 11 91 44 83 8 93 4 21 49 20 21 146 29 58 5 107 47 83 25 1 39 48 15 76 34 91 32 88 41 82
17012 25 339 32 111 31 54 28 132 40 96 38 49 8 98 45 90 23 147 22 112 6 88 47 97 34 92 30 24 20 120 5 4 37 57 14 14 4 11 27 52 19 76 48 10 46 142 21 109 10 105 44 47
17013 25 317 27 69 18 98 23 123 31 10 29 94 25 20 49 86 48 102 6 74 15 73 47 59 46 105 8 55 10 5 33 18 32 41 14 102 28 107 13 145 9 18 20 10 35 43 45 138 2 94 21 58
17014 25 324 44 78 42 61 5 73 3 4 36 104 33 94 32 30 46 77 12 16 23 100 40 80 29 91 47 123 14 6 18 141 28 97 21 33 2 58 38 35 19 64 6 67 43 83 31 72 10 64 26 84
17015 25 288 27 133 3 20 29 82 16 51 14 20 10 2 4 114 22 19 21 38 11 139 19 102 33 103 32 6 30 41 20 57 26 46 39 78 15 19 25 102 5 94 48 23 37 135 8 86 45 42 38 109
17016 25 286 37 67 26 5 28 8 3 11 7 80 15 2 27 89 18 66 24 23 13 12 34 82 6 25 44 121 25 133 32 11 49 57 17 27 16 94 31 126 10 42 4 139 30 123 46 76 20 60 11 103
