17000 30 371 28 163 22 322 43 173 14 77 4 289 47 168 18 316 26 180 21 328 41 107 39 82 10 101 35 161 6 400 9 3 27 123 24 199 49 64 44 354 3 190 7 49 1 128 15 387 20 387 13 89 50 61 48 77 31 40 2 49 45 284
17001 30 355 41 148 29 107 34 134 28 120 2 335 38 351 47 295 23 145 3 136 24 106 10 311 46 286 8 181 5 261 40 395 14 312 15 246 33 267 42 79 16 167 17 169 27 94 39 386 6 134 13 267 1 69 36 261 49 172 20 65 4 283
17002 30 367 10 332 48 326 6 167 47 16 8 225 11 46 18 132 34 331 1 76 22 211 32 122 37 350 26 269 12 259 19 339 15 285 42 161 38 322 9 271 41 220 39 144 45 212 4 347 21 72 46 340 44 77 27 159 3 397 14 195 16 55
17003 30 408 38 62 18 244 11 351 31 381 24 319 26 314 21 181 25 261 1 169 37 51 8 174 45 234 35 49 30 300 43 45 6 181 48 400 23 265 46 106 39 356 9 293 16 18 49 254 4 43 32 134 10 255 28 65 33 324 41 143 40 40
17004 30 361 46 238 21 101 30 347 10 54 45 203 6 9 28 66 38 51 40 163 5 396 13 380 18 51 20 262 11 258 29 182 8 60 19 65 9 314 27 166 37 65 26 179 47 382 24 59 44 61 33 155 3 343 14 281 22 293 42 357 7 176
17005 30 380 3 28 2 18 14 18 37 191 47 383 23 370 44 85 15 54 19 370 6 64 33 339 39 206 46 100 10 306 16 262 35 220 31 198 17 389 13 307 45 197 21 300 18 42 27 296 34 78 26 41 36 187 25 205 43 336 28 237 8 383
17006 30 382 40 350 20 276 35 243 9 264 8 94 33 35 34 368 24 58 22 143 30 117 28 242 46 267 18 281 49 291 38 331 39 270 2 364 6 144 25 271 3 368 4 288 1 221 13 110 45 155 42 61 50 3 43 77 31 374 16 103 10 370
17007 30 370 5 381 23 274 34 62 26 6 24 36 2 180 27 362 13 263 21 13 15 260 9 337 45 83 4 249 36 359 29 393 41 53 16 76 44 81 39 179 33 318 7 296 32 269 17 196 28 110 19 105 37 105 47 353 14 380 11 126 42 226
17008 30 414 16 60 22 51 38 83 46 103 37 24 42 112 28 106 30 226 11 400 41 390 48 2 12 286 8 31 33 396 47 256 36 339 43 89 27 216 20 279 39 26 9 206 45 305 29 308 26 365 23 115 14 55 17 349 24 77 5 88 13 155
17009 30 381 7 73 13 386 20 169 16 177 11 241 44 83 8 293 4 271 49 270 21 196 29 208 19 255 47 83 25 151 39 48 15 76 17 184 41 45 32 138 31 104 28 282 40 396 38 199 48 195 23 297 22 312 6 138 34 92 30 224 5 54
17010 30 350 32 37 7 114 14 390 4 11 27 202 19 276 48 60 46 192 21 59 10 105 44 197 18 298 23 373 31 110 29 394 25 70 49 136 2 106 24 49 15 23 47 309 5 308 8 283 41 48 28 357 13 295 9 168 20 360 35 243 6 145
17011 30 377 38 10 2 244 21 108 44 28 42 211 5 73 3 54 36 204 33 344 32 330 46 177 12 266 23 150 40 130 29 91 47 73 14 356 18 391 28 397 8 388 35 203 19 64 6 217 43 183 31 122 10 164 26 134 27 183 20 79 16 351
17012 30 324 14 20 10 302 4 364 22 169 21 188 11 289 19 52 33 3 32 306 30 41 20 257 26 196 39 328 15 69 25 302 5 144 48 223 16 287 35 255 8 186 45 92 38 209 37 67 28 308 3 161 7 30 2 177 18 16 24 123 13 62
17013 30 406 34 282 6 275 44 371 25 83 32 161 49 157 17 177 16 144 31 176 3 60 42 104 39 330 23 204 7 296 26 170 10 61 36 298 38 110 30 369 22 129 27 340 37 219 46 160 41 134 14 289 48 111 19 372 12 371 24 335 15 370
17014 30 334 24 285 7 22 44 200 34 15 46 33 27 161 3 49 39 128 37 52 48 314 49 309 21 29 6 266 40 234 11 277 35 117 12 99 14 297 25 177 1 223 15 78 9 167 32 261 4 117 18 19 16 44 8 299 29 370 13 87 2 287
17015 30 342 38 278 37 12 43 315 23 159 41 46 14 280 12 367 46 329 36 62 25 345 10 205 15 39 18 353 27 280 4 315 19 332 1 33 26 65 5 34 8 150 35 223 29 97 40 25 3 23 49 58 6 295 28 80 9 53 13 38 24 328
17016 30 396 43 220 19 369 49 147 8 1 6 58 45 284 48 259 42 192 40 68 21 171 28 325 18 392 14 323 5 38 9 318 7 64 26 358 32 34 15 289 39 88 30 227 11 203 47 388 27 215 31 41 37 237 38 136 36 255 20 82 2 101
17017 30 362 17 166 42 344 16 80 31 207 11 210 19 163 6 356 22 238 32 60 25 311 47 162 48 203 45 125 18 61 28 49 44 337 9 253 5 124 10 213 15 382 2 198 43 76 40 237 7 144 1 216 35 37 30 373 29 40 27 395 20 164
17018 30 361 10 259 23 256 16 375 21 372 12 348 28 270 33 366 26 64 40 94 48 118 36 241 13 41 19 57 39 78 49 288 37 204 3 13 27 84 24 13 8 208 35 272 17 278 11 398 6 29 34 217 4 272 1 187 29 363 44 39 30 262
